 ,Label,Area,Mean,IntDen,RawIntDen
1,smpd3_intron:Background,72.974,26.975,1968.436,11653.000
2,smpd3_intron:CntlArea,7979.659,204.910,1635109.333,9679728.000
3,smpd3_intron:ExptArea,3107.302,246.807,766902.860,4540009.000
4,tfap2b:Background,72.974,131.095,9566.503,56633.000
5,tfap2b:CntlArea,7979.659,1449.936,11569992.034,68493509.000
6,tfap2b:ExptArea,3107.302,1504.368,4674526.677,27672857.000
7,gfp:Background,72.974,9.951,726.191,4299.000
8,gfp:CntlArea,7979.659,238.880,1906178.889,11284440.000
9,gfp:ExptArea,3107.302,469.496,1458866.622,8636384.000
