 ,Label,Area,Mean,IntDen,RawIntDen
1,smpd3_intron:Background,86.488,25.889,2239.048,13255
2,smpd3_intron:CntlArea,2485.166,395.894,983862.459,5824394
3,smpd3_intron:ExptArea,2374.016,364.258,864753.559,5119278
4,tfap2b:Background,86.488,166.434,14394.434,85214
5,tfap2b:CntlArea,2485.166,1865.746,4636687.698,27448853
6,tfap2b:ExptArea,2374.016,1629.970,3869574.700,22907600
7,gfp:Background,86.488,9.969,862.173,5104
8,gfp:CntlArea,2485.166,608.129,1511302.234,8946799
9,gfp:ExptArea,2374.016,649.118,1541015.945,9122702
