 ,Label,Area,Mean,IntDen,RawIntDen
1,smpd3_intron:Background,65.372,25.997,1699.514,10061.000
2,smpd3_intron:CntlArea,9950.460,202.771,2017664.047,11944424.000
3,smpd3_intron:ExptArea,8732.033,162.838,1421904.173,8417569.000
4,tfap2b:Background,65.372,155.669,10176.477,60244.000
5,tfap2b:CntlArea,9950.460,983.220,9783491.646,57917557.000
6,tfap2b:ExptArea,8732.033,887.849,7752726.593,45895576.000
7,gfp:Background,65.372,10.964,716.732,4243.000
8,gfp:CntlArea,9950.460,266.332,2650129.778,15688575.000
9,gfp:ExptArea,8732.033,87.003,759712.231,4497441.000
