 ,Label,Area,Mean,IntDen,RawIntDen
1,smpd3_intron:Background,56.589,29.928,1693.602,10026.000
2,smpd3_intron:CntlArea,6273.895,424.350,2662325.705,15760774.000
3,smpd3_intron:ExptArea,2867.265,286.897,822608.445,4869782.000
4,tfap2b:Background,56.589,28.743,1626.540,9629.000
5,tfap2b:CntlArea,6273.895,433.474,2719571.343,16099664.000
6,tfap2b:ExptArea,2867.265,356.113,1021071.532,6044669.000
7,gfp:Background,56.589,9.797,554.399,3282.000
8,gfp:CntlArea,6273.895,160.902,1009481.862,5976059.000
9,gfp:ExptArea,2867.265,133.176,381849.637,2260522.000
