 ,Label,Area,Mean,IntDen,RawIntDen
1,smpd3_intron:Background,229.733,27.506,6318.997,37408.000
2,smpd3_intron:CntlArea,3359.163,140.804,472983.699,2800029.000
3,smpd3_intron:ExptArea,2223.676,194.989,433591.490,2566830.000
4,tfap2b:Background,229.733,157.921,36279.670,214773.000
5,tfap2b:CntlArea,3359.163,1162.787,3905989.675,23123174.000
6,tfap2b:ExptArea,2223.676,1289.019,2866361.158,16968649.000
7,gfp:Background,229.733,10.117,2324.184,13759.000
8,gfp:CntlArea,3359.163,280.824,943333.919,5584468.000
9,gfp:ExptArea,2223.676,1189.145,2644274.300,15653911.000
