 ,Label,Area,Mean,IntDen,RawIntDen
1,smpd3_intron:Background,147.806,26.763,3955.792,23418.000
2,smpd3_intron:CntlArea,9645.727,259.181,2499988.063,14799747.000
3,smpd3_intron:ExptArea,5248.375,235.866,1237912.379,7328351.000
4,tfap2b:Background,147.806,147.053,21735.234,128671.000
5,tfap2b:CntlArea,9645.727,826.940,7976433.404,47219904.000
6,tfap2b:ExptArea,5248.375,755.881,3967145.327,23485211.000
7,gfp:Background,147.806,9.894,1462.349,8657.000
8,gfp:CntlArea,9645.727,191.171,1843978.968,10916221.000
9,gfp:ExptArea,5248.375,217.944,1143851.592,6771518.000
