 ,Label,Area,Mean,IntDen,RawIntDen
1,smpd3_intron:Background,272.807,20.884,5697.199,33727.000
2,smpd3_intron:CntlArea,2732.635,163.282,446189.788,2641411.000
3,smpd3_intron:ExptArea,2200.365,155.400,341935.969,2024236.000
4,tfap2b:Background,272.807,141.019,38471.082,227746.000
5,tfap2b:CntlArea,2732.635,1133.815,3098303.542,18341731.000
6,tfap2b:ExptArea,2200.365,1120.700,2465949.806,14598243.000
7,gfp:Background,272.807,9.725,2653.073,15706.000
8,gfp:CntlArea,2732.635,269.612,736750.631,4361510.000
9,gfp:ExptArea,2200.365,203.108,446912.094,2645687.000
