 ,Label,Area,Mean,IntDen,RawIntDen
1,smpd3_intron:Background,48.142,28.754,1384.308,8195.000
2,smpd3_intron:CntlArea,3818.628,557.418,2128571.325,12600987.000
3,smpd3_intron:ExptArea,2710.675,252.934,685622.805,4058837.000
4,tfap2b:Background,48.142,33.463,1611.000,9537.000
5,tfap2b:CntlArea,3818.628,550.438,2101916.267,12443191.000
6,tfap2b:ExptArea,2710.675,335.003,908083.992,5375791.000
7,gfp:Background,48.142,9.554,459.972,2723.000
8,gfp:CntlArea,3818.628,201.375,768977.210,4552289.000
9,gfp:ExptArea,2710.675,224.353,608147.526,3600189.000
