 ,Label,Area,Mean,IntDen,RawIntDen
1,smpd3_intron:Background,95.947,26.690,2560.842,15160.000
2,smpd3_intron:CntlArea,6374.910,287.643,1833699.787,10855369.000
3,smpd3_intron:ExptArea,4172.011,206.269,860556.886,5094434.000
4,tfap2b:Background,95.947,101.535,9742.012,57672.000
5,tfap2b:CntlArea,6374.910,785.293,5006170.459,29636164.000
6,tfap2b:ExptArea,4172.011,732.813,3057302.699,18099009.000
7,gfp:Background,95.947,9.629,923.829,5469.000
8,gfp:CntlArea,6374.910,223.982,1427867.760,8452873.000
9,gfp:ExptArea,4172.011,196.687,820580.042,4857774.000
