 ,Label,Area,Mean,IntDen,RawIntDen
1,smpd3_intron:Background,17.230,28.922,498.317,2950.000
2,smpd3_intron:CntlArea,3659.167,546.665,2000339.340,11841863.000
3,smpd3_intron:ExptArea,2155.432,309.742,667628.833,3952314.000
4,tfap2b:Background,17.230,85.529,1473.667,8724.000
5,tfap2b:CntlArea,3659.167,1243.760,4551125.326,26942330.000
6,tfap2b:ExptArea,2155.432,1038.374,2238145.310,13249657.000
7,gfp:Background,17.230,8.882,153.042,906.000
8,gfp:CntlArea,3659.167,229.426,839508.991,4969832.000
9,gfp:ExptArea,2155.432,256.915,553763.072,3278237.000
