 ,Label,Area,Mean,IntDen,RawIntDen
1,smpd3_intron:Background,75.677,48.373,3660.687,21671
2,smpd3_intron:CntlArea,5493.311,216.599,1189848.105,7043814
3,smpd3_intron:ExptArea,2737.534,231.315,633232.126,3748688
4,tfap2b:Background,75.677,31.674,2396.989,14190
5,tfap2b:CntlArea,5493.311,472.797,2597222.538,15375368
6,tfap2b:ExptArea,2737.534,324.722,888937.303,5262444
7,gfp:Background,75.677,10.696,809.469,4792
8,gfp:CntlArea,5493.311,179.543,986284.955,5838735
9,gfp:ExptArea,2737.534,124.099,339726.145,2011154
