 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:FOV1,30726.506,1582.223,48616194.414,478622561
2,H2BRFP:FOV2,30726.506,2203.651,67710507.990,666604557
3,H2BRFP:FOV3,30726.506,1740.543,53480790.508,526514122
4,smpd3:FOV1,30726.506,913.837,28079020.103,276435716
5,smpd3:FOV2,30726.506,1450.462,44567616.301,438764632
6,smpd3:FOV3,30726.506,1130.715,34742933.346,342041411
